Unique donor ID,Total donations in 2017,Total donations in 2018,Total donations in 2019,Total donations in 2020,Total donations in 2021,Totan donations in 2022,Total donations in 2023,Amount of first donation,Date of first donation,Was their first donation an automatically-recurring transaction?,Amount of last donation,Date of last donation,Year with the most dollars donated,Highest amount donated in one year
0035d00006VqbnwAAB,$0.00,$0.00,$0.00,$0.00,$50.00,$200.00,$200.00,$50.00,1/2/2022,1,$50.00,4/2/2024,2022,$200.00
0035d00006VqJgxAAF,$0.00,$0.00,$0.00,$0.00,$100.00,$650.00,$600.00,$50.00,12/28/2021,1,$50.00,3/28/2024,2022,$650.00
0035d00006fu5xrAAA,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00","$1,000.00","$1,000.00",4/13/2022,0,"$1,000.00",8/1/2023,2022,"$1,000.00"
0035d00006VqcZRAAZ,$0.00,$0.00,$0.00,$0.00,$500.00,$750.00,$0.00,$500.00,1/3/2022,0,$750.00,12/18/2022,2022,$750.00
0035d00006VqcadAAB,$0.00,$0.00,$0.00,$0.00,"$1,081.00","$1,620.00","$1,620.00",$946.00,1/3/2022,1,$135.00,4/3/2024,2022,"$1,620.00"
0035d00006VqcaxAAB,$0.00,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$150.00,1/3/2022,0,$150.00,1/3/2022,2021,$150.00
0035d00006VqJvfAAF,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/28/2021,0,$100.00,12/28/2021,2021,$100.00
0035d00006VqdpwAAB,$0.00,$0.00,$0.00,$0.00,$405.00,$0.00,$0.00,$405.00,11/9/2021,0,$405.00,11/9/2021,2021,$405.00
0035d00006VoCF7AAN,$0.00,$0.00,$0.00,$0.00,$165.00,$0.00,$0.00,$165.00,11/26/2021,0,$165.00,11/26/2021,2021,$165.00
0035d00006fuAayAAE,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$900.00,$450.00,4/18/2022,0,$400.00,10/7/2023,2023,$900.00
0035d00006VqKFzAAN,$0.00,$0.00,$0.00,$0.00,$425.00,$135.57,$0.00,$425.00,12/28/2021,0,$135.57,2/2/2022,2021,$425.00
0035d00006VqKLgAAN,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$55.00,12/28/2021,0,$55.00,12/28/2021,2021,$55.00
0035d00006VoFYiAAN,$0.00,$0.00,$0.00,$0.00,$550.00,$565.00,$0.00,$550.00,11/28/2021,0,$165.00,9/29/2022,2022,$565.00
0035d00006VqKhLAAV,$0.00,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$600.00,12/28/2021,0,$600.00,12/28/2021,2021,$600.00
0035d00006fuUquAAE,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$20.00,4/24/2022,1,$20.00,4/24/2022,2022,$20.00
0035d00006fuVBgAAM,$0.00,$0.00,$0.00,$0.00,$0.00,$44.00,$0.00,$44.00,4/24/2022,0,$44.00,4/24/2022,2022,$44.00
0035d00006VqKpWAAV,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$25.00,$20.00,12/28/2021,0,$25.00,12/30/2023,2023,$25.00
0035d00006Vqe9MAAR,$0.00,$0.00,$0.00,$0.00,$194.62,"$4,876.89","$3,901.71",$97.10,12/1/2021,0,"$1,959.71",1/2/2024,2022,"$4,876.89"
0035d00006VoMyuAAF,$0.00,$0.00,$0.00,$0.00,$150.00,$600.00,$620.00,$50.00,11/29/2021,1,$60.00,4/29/2024,2023,$620.00
0035d00006VqL4yAAF,$0.00,$0.00,$0.00,$0.00,$40.42,$0.00,$0.00,$40.42,12/28/2021,0,$40.42,12/28/2021,2021,$40.42
0035d00006bOva4AAC,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,1/31/2022,0,$500.00,1/31/2022,2021,$500.00
0035d00006VqeJmAAJ,$0.00,$0.00,$0.00,$0.00,$385.00,$0.00,$0.00,$385.00,11/11/2021,0,$385.00,11/11/2021,2021,$385.00
0035d00006VqeKaAAJ,$0.00,$0.00,$0.00,$0.00,$405.00,$0.00,$0.00,$405.00,11/8/2021,0,$405.00,11/8/2021,2021,$405.00
0035d00006VqeNbAAJ,$0.00,$0.00,$0.00,$0.00,$405.00,$0.00,$0.00,$405.00,11/8/2021,0,$405.00,11/8/2021,2021,$405.00
0035d00006VoQUAAA3,$0.00,$0.00,$0.00,$0.00,"$1,000.00",$0.00,"$1,000.00","$1,000.00",11/30/2021,0,"$1,000.00",11/28/2023,2021,"$1,000.00"
0035d00006VqecoAAB,$0.00,$0.00,$0.00,$0.00,$405.00,"$3,881.00","$1,860.00",$405.00,11/8/2021,0,$530.00,4/26/2023,2022,"$3,881.00"
0035d00006VqMSXAA3,$0.00,$0.00,$0.00,$0.00,"$1,000.00",$0.00,$0.00,"$1,000.00",12/28/2021,0,"$1,000.00",12/28/2021,2021,"$1,000.00"
0035d00006VoR8LAAV,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$200.00,11/30/2021,0,$200.00,11/30/2021,2021,$200.00
0035d00006VoRDHAA3,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$100.00,11/30/2021,0,$100.00,11/30/2021,2021,$200.00
0035d00006VoRFLAA3,$0.00,$0.00,$0.00,$0.00,$500.00,$515.00,$0.00,$500.00,11/30/2021,0,$515.00,12/31/2022,2022,$515.00
0035d00006VqMtGAAV,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,12/28/2021,0,$20.00,12/28/2021,2021,$20.00
0035d00006bOwR6AAK,$0.00,$0.00,$0.00,$0.00,$30.00,$0.00,$0.00,$30.00,1/27/2022,0,$30.00,1/27/2022,2021,$30.00
0035d00006Vqh0yAAB,$0.00,$0.00,$0.00,$0.00,$350.00,$0.00,$0.00,$350.00,1/3/2022,0,$350.00,1/3/2022,2021,$350.00
0035d00006bOwSdAAK,$0.00,$0.00,$0.00,$0.00,"$4,525.00",$0.00,$0.00,"$4,525.00",1/13/2022,0,"$4,525.00",1/13/2022,2021,"$4,525.00"
0035d00006bOwWlAAK,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,1/24/2022,0,$20.00,1/24/2022,2021,$20.00
0035d00006VqhbOAAR,$0.00,$0.00,$0.00,$0.00,$25.00,$225.00,$275.00,$25.00,1/3/2022,0,$50.00,12/10/2023,2023,$275.00
0035d00006VqhinAAB,$0.00,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$150.00,1/4/2022,0,$150.00,1/4/2022,2021,$150.00
0035d00006VoRlrAAF,$0.00,$0.00,$0.00,$0.00,"$2,000.00",$0.00,$0.00,"$2,000.00",11/30/2021,0,"$2,000.00",11/30/2021,2021,"$2,000.00"
0035d00006VqNwGAAV,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/28/2021,0,$100.00,12/28/2021,2021,$100.00
0035d00006VoW1LAAV,$0.00,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$300.00,12/1/2021,0,$300.00,12/22/2021,2021,$600.00
0035d00006VoWVnAAN,$0.00,$0.00,$0.00,$0.00,$176.55,$86.71,$0.00,$74.62,12/1/2021,0,$36.71,4/1/2022,2021,$176.55
0035d00006VqqaHAAR,$0.00,$0.00,$0.00,$0.00,$500.00,"$2,000.00",$0.00,$500.00,1/5/2022,1,$500.00,5/5/2022,2022,"$2,000.00"
0035d00006Vqr4MAAR,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$0.00,$27.50,1/5/2022,1,$27.50,1/5/2022,2021,$27.50
0035d00006VqOacAAF,$0.00,$0.00,$0.00,$0.00,$385.00,$730.00,$760.00,$385.00,12/28/2021,0,$760.00,12/27/2023,2023,$760.00
0035d00006VqOi6AAF,$0.00,$0.00,$0.00,$0.00,"$1,000.00","$1,030.00",$0.00,"$1,000.00",12/28/2021,0,"$1,030.00",12/30/2022,2022,"$1,030.00"
0035d00006VoZyDAAV,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/8/2021,0,$100.00,12/8/2021,2021,$100.00
0035d00006VqtFeAAJ,$0.00,$0.00,$0.00,$0.00,"$5,000.00",$0.00,$0.00,"$5,000.00",1/4/2022,0,"$5,000.00",1/4/2022,2021,"$5,000.00"
0035d00006VqtNiAAJ,$0.00,$0.00,$0.00,$0.00,"$5,000.00",$0.00,$0.00,"$5,000.00",1/4/2022,0,"$5,000.00",1/4/2022,2021,"$5,000.00"
0035d00006VqPJJAA3,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,12/29/2021,0,$50.00,12/29/2021,2021,$50.00
0035d00006bP0TjAAK,$0.00,$0.00,$0.00,$0.00,$0.00,$180.00,$135.00,$15.00,2/17/2022,1,$15.00,11/17/2023,2022,$180.00
0035d00006VqPp5AAF,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$0.00,$27.50,12/29/2021,0,$27.50,12/29/2021,2021,$27.50
0035d00006VqPujAAF,$0.00,$0.00,$0.00,$0.00,$250.00,$330.00,$440.00,$250.00,12/29/2021,0,$110.00,4/27/2024,2023,$440.00
0035d00006VqQ9oAAF,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$300.00,12/29/2021,0,$300.00,12/29/2021,2021,$300.00
0035d00006evGVmAAM,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,210.00",$880.00,$110.00,3/3/2022,1,$110.00,5/3/2024,2022,"$1,210.00"
0035d00006VqzCYAAZ,$0.00,$0.00,$0.00,$0.00,$30.00,$0.00,$0.00,$30.00,1/6/2022,0,$30.00,1/6/2022,2021,$30.00
0035d00006VqQGrAAN,$0.00,$0.00,$0.00,$0.00,"$15,000.00","$15,000.00","$7,000.00","$15,000.00",12/29/2021,0,"$7,000.00",12/12/2023,2021,"$15,000.00"
0035d00006bKsv0AAC,$0.00,$0.00,$0.00,$0.00,$50.00,$473.00,$660.00,$50.00,1/7/2022,0,$55.00,5/6/2024,2023,$660.00
0035d00006VqQUXAA3,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/29/2021,0,$100.00,12/29/2021,2021,$100.00
0035d00006VqR2nAAF,$0.00,$0.00,$0.00,$0.00,$100.00,$600.00,$600.00,$50.00,12/29/2021,1,$50.00,4/29/2024,2022,$600.00
0035d00006VqR5mAAF,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$200.00,$500.00,12/29/2021,0,$200.00,12/31/2023,2021,$500.00
0035d00006VqRAhAAN,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,12/29/2021,0,$500.00,12/29/2021,2021,$500.00
0035d00006VothkAAB,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/6/2021,0,$100.00,12/6/2021,2021,$100.00
0035d00006bL0iiAAC,$0.00,$0.00,$0.00,$0.00,$101.00,$0.00,$0.00,$101.00,1/9/2022,0,$101.00,1/9/2022,2021,$101.00
0035d00006VqRXMAA3,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,12/29/2021,0,$500.00,12/29/2021,2021,$500.00
0035d00006VoyalAAB,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,12/7/2021,0,$100.00,12/7/2021,2021,$100.00
0035d00006evlNLAAY,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$0.00,$60.00,2/17/2022,0,$60.00,2/17/2022,2022,$60.00
0035d00006evlgqAAA,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$0.00,$25.00,3/9/2022,1,$25.00,9/9/2022,2022,$75.00
0035d00006Vp4DsAAJ,$0.00,$0.00,$0.00,$0.00,$44.00,$176.00,$0.00,$22.00,12/8/2021,1,$22.00,9/26/2022,2022,$176.00
0035d00006VqRnjAAF,$0.00,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$100.00,11/30/2021,0,$50.00,11/30/2021,2021,$150.00
0035d00006bL3oNAAS,$0.00,$0.00,$0.00,$0.00,$16.00,$192.00,$192.00,$16.00,1/10/2022,1,$16.00,3/10/2024,2022,$192.00
0035d00006wM6geAAC,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,500.00","$1,000.00",2/21/2023,0,"$2,500.00",12/12/2023,2023,"$3,500.00"
0035d00006ew0oRAAQ,$0.00,$0.00,$0.00,$0.00,$0.00,$33.00,$0.00,$33.00,3/12/2022,0,$33.00,3/12/2022,2022,$33.00
0035d00006Vp7gLAAR,$0.00,$0.00,$0.00,$0.00,$800.00,$300.00,$300.00,$800.00,12/9/2021,0,$300.00,12/20/2023,2021,$800.00
0035d00006ew1dXAAQ,$0.00,$0.00,$0.00,$0.00,$0.00,$572.55,$624.60,$52.05,3/13/2022,1,$52.05,3/13/2024,2023,$624.60
0035d00006Vp9QHAAZ,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,10/16/2021,0,$50.00,10/16/2021,2021,$50.00
0035d00006ew1vcAAA,$0.00,$0.00,$0.00,$0.00,$0.00,$242.00,$264.00,$22.00,3/13/2022,1,$22.00,4/13/2024,2023,$264.00
0035d00006Vp9QdAAJ,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$25.00,10/17/2021,0,$25.00,10/17/2021,2021,$25.00
0035d00006ew286AAA,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,"$2,400.00",$50.00,3/13/2022,0,$300.00,5/2/2024,2023,"$2,400.00"
0035d00006bLEPZAA4,$0.00,$0.00,$0.00,$0.00,$35.20,$115.60,$180.80,$35.20,1/11/2022,1,$45.20,1/11/2024,2023,$180.80
0035d00006VqS0pAAF,$0.00,$0.00,$0.00,$0.00,$197.80,$0.00,$0.00,$97.80,11/20/2021,0,$100.00,11/20/2021,2021,$197.80
0035d00006bLH8uAAG,$0.00,$0.00,$0.00,$0.00,$500.00,"$1,600.00",$0.00,$500.00,1/12/2022,0,"$1,600.00",12/8/2022,2022,"$1,600.00"
0035d00006ew8fcAAA,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$50.00,3/15/2022,0,$50.00,3/15/2022,2022,$50.00
0035d00006ewDk1AAE,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$0.00,$20.00,3/15/2022,0,$20.00,4/12/2022,2022,$40.00
0035d00006VpAtzAAF,$0.00,$0.00,$0.00,$0.00,$296.70,$0.00,$0.00,$48.90,10/4/2021,0,$50.00,10/30/2021,2021,$296.70
0035d00006VqSAzAAN,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/19/2021,0,$400.00,11/19/2021,2021,$400.00
0035d00006bLRYmAAO,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,1/13/2022,0,$20.00,1/13/2022,2021,$20.00
0035d00006VpBRLAA3,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,12/9/2021,0,$50.00,12/9/2021,2021,$50.00
0035d00006fucq5AAA,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",$0.00,"$5,000.00",4/20/2022,0,"$5,000.00",4/20/2022,2022,"$5,000.00"
0035d00006bLWcFAAW,$0.00,$0.00,$0.00,$0.00,$180.00,$190.00,$0.00,$180.00,1/14/2022,0,$190.00,5/22/2022,2022,$190.00
0035d00006bLX04AAG,$0.00,$0.00,$0.00,$0.00,$20.00,$100.00,$0.00,$20.00,1/15/2022,1,$20.00,6/25/2022,2022,$100.00
0035d00006bLXcyAAG,$0.00,$0.00,$0.00,$0.00,$49.50,$0.00,$0.00,$49.50,1/15/2022,0,$49.50,1/15/2022,2021,$49.50
0035d00006VqSK7AAN,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$25.00,11/9/2021,0,$25.00,11/9/2021,2021,$25.00
0035d00006VpGdOAAV,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$0.00,$27.50,12/10/2021,0,$27.50,12/10/2021,2021,$27.50
0035d00006VqSKwAAN,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/18/2021,0,$400.00,11/18/2021,2021,$400.00
0035d00006furwyAAA,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$125.00,4/29/2022,1,$125.00,8/2/2022,2022,$500.00
0035d00006VpHIXAA3,$0.00,$0.00,$0.00,$0.00,$22.00,$0.00,$0.00,$22.00,12/11/2021,0,$22.00,12/11/2021,2021,$22.00
0035d00006VqSOPAA3,$0.00,$0.00,$0.00,$0.00,$400.00,"$1,978.00",$0.00,$400.00,11/10/2021,0,"$1,000.00",11/22/2022,2022,"$1,978.00"
0035d00006VpHacAAF,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$0.00,$10.00,12/11/2021,0,$10.00,12/11/2021,2021,$10.00
0035d00006fuuF6AAI,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,$412.00,$200.00,5/1/2022,0,$412.00,4/13/2023,2023,$412.00
0035d00006bLdafAAC,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00",$0.00,"$4,500.00",2/2/2022,0,"$4,500.00",2/2/2022,2022,"$4,500.00"
0035d00006fuuZzAAI,$0.00,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$27.50,5/2/2022,0,$27.50,5/2/2022,2022,$27.50
0035d00006fuuqgAAA,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$10.00,5/2/2022,0,$10.00,5/2/2022,2022,$10.00
0035d00006VqSR9AAN,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/8/2021,0,$400.00,11/8/2021,2021,$400.00
0035d00006VqSRBAA3,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/8/2021,0,$400.00,11/8/2021,2021,$400.00
0035d00006VpIKmAAN,$0.00,$0.00,$0.00,$0.00,"$8,000.00",$0.00,$0.00,"$8,000.00",12/22/2021,0,"$8,000.00",12/22/2021,2021,"$8,000.00"
0035d00006fv1S2AAI,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$50.00,5/3/2022,0,$50.00,5/3/2022,2022,$50.00
0035d00006fvAjAAAU,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$600.00,$50.00,5/3/2022,1,$50.00,5/3/2024,2023,$600.00
0035d00006bLjhdAAC,$0.00,$0.00,$0.00,$0.00,"$2,000.00",$0.00,$0.00,"$2,000.00",1/18/2022,0,"$2,000.00",1/18/2022,2021,"$2,000.00"
0035d00006VqSXQAA3,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$50.00,11/19/2021,0,$50.00,11/19/2021,2021,$100.00
0035d00006VpIjcAAF,$0.00,$0.00,$0.00,$0.00,$200.00,$960.00,$40.00,$100.00,12/12/2021,1,$20.00,3/12/2023,2022,$960.00
0035d00006fvCaTAAU,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00","$3,000.00","$2,000.00",3/10/2022,0,"$1,500.00",12/6/2023,2022,"$6,000.00"
0035d00006fvCaUAAU,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$50.00,3/21/2022,0,$50.00,3/21/2022,2022,$50.00
0035d00006fvCtGAAU,$0.00,$0.00,$0.00,$0.00,$0.00,$120.00,$0.00,$10.00,3/23/2022,0,$10.00,5/31/2022,2022,$120.00
0035d00006VpJ5aAAF,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$250.00,12/12/2021,1,$250.00,12/12/2021,2021,$250.00
0035d00006VqSZzAAN,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$400.00,$400.00,11/18/2021,0,$400.00,1/2/2024,2021,$400.00
0035d00006fvFsnAAE,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$120.00,$10.00,5/5/2022,1,$10.00,5/5/2024,2023,$120.00
0035d00006bLu4rAAC,$0.00,$0.00,$0.00,$0.00,$75.00,$0.00,$0.00,$75.00,1/19/2022,0,$75.00,1/19/2022,2021,$75.00
0035d00006bLwwYAAS,$0.00,$0.00,$0.00,$0.00,$22.00,$0.00,$0.00,$22.00,1/19/2022,0,$22.00,1/19/2022,2021,$22.00
0035d00006VqSc9AAF,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/18/2021,0,$400.00,11/18/2021,2021,$400.00
0035d00006bLyrDAAS,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,1/20/2022,0,$50.00,1/20/2022,2021,$50.00
0035d00006fvNncAAE,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$103.00,$100.00,5/6/2022,0,$103.00,12/31/2023,2023,$103.00
0035d00006bLzwiAAC,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$1.00,12/9/2021,0,$1.00,12/9/2021,2021,$2.00
0035d00006VqSdfAAF,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$200.00,$100.00,11/9/2021,0,$200.00,1/2/2024,2023,$200.00
0035d00006bLzxeAAC,$0.00,$0.00,$0.00,$0.00,$3.02,$0.00,$0.00,$1.00,12/16/2021,0,$1.02,12/19/2021,2021,$3.02
0035d00006fvQo6AAE,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$50.00,5/7/2022,0,$50.00,5/7/2022,2022,$50.00
0035d00006VqSeJAAV,$0.00,$0.00,$0.00,$0.00,"$2,984.83","$1,000.00",$0.00,$762.25,11/27/2021,0,"$1,000.00",1/24/2023,2021,"$2,984.83"
0035d00006VqSevAAF,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/18/2021,0,$400.00,11/18/2021,2021,$400.00
0035d00006VqSfRAAV,$0.00,$0.00,$0.00,$0.00,$989.50,$0.00,$0.00,$489.50,11/30/2021,0,$500.00,11/30/2021,2021,$989.50
0035d00006fvRp3AAE,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$100.00,5/8/2022,0,$100.00,5/8/2022,2022,$100.00
0035d00006fvdzHAAQ,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$0.00,$5.00,5/11/2022,0,$5.00,5/11/2022,2022,$5.00
0035d00006VpU1rAAF,$0.00,$0.00,$0.00,$0.00,$200.00,$500.00,$250.00,$200.00,12/15/2021,0,$250.00,12/9/2023,2022,$500.00
0035d00006VpU5uAAF,$0.00,$0.00,$0.00,$0.00,$110.00,$0.00,$703.00,$110.00,12/15/2021,0,$50.00,4/19/2024,2023,$703.00
0035d00006fvs3RAAQ,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00",$0.00,"$2,000.00",5/11/2022,0,"$2,000.00",5/11/2022,2022,"$2,000.00"
0035d00006fvsi1AAA,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$200.00,$100.00,5/15/2022,0,$200.00,8/10/2023,2023,$200.00
0035d00006VpUaGAAV,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$300.00,12/15/2021,0,$300.00,12/15/2021,2021,$300.00
0035d00006VpUl7AAF,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$55.00,12/15/2021,0,$55.00,12/15/2021,2021,$55.00
0035d00006VqSnyAAF,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,11/9/2021,0,$50.00,11/9/2021,2021,$50.00
0035d00006fw1WxAAI,$0.00,$0.00,$0.00,$0.00,$0.00,$0.33,$0.00,$0.11,5/16/2022,0,$0.22,5/16/2022,2022,$0.33
0035d00006VqSoMAAV,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,11/20/2021,0,$50.00,11/20/2021,2021,$50.00
0035d00006VpVppAAF,$0.00,$0.00,$0.00,$0.00,$110.00,$660.00,$660.00,$55.00,12/15/2021,1,$55.00,4/15/2024,2022,$660.00
0035d00006bMGQLAA4,$0.00,$0.00,$0.00,$0.00,$30.00,$0.00,$0.00,$30.00,12/25/2021,0,$30.00,12/25/2021,2021,$30.00
0035d00006fw6JkAAI,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00,"$1,200.00",$100.00,5/19/2022,1,$100.00,4/19/2024,2023,"$1,200.00"
0035d00006VpWJ6AAN,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,12/15/2021,0,$500.00,12/15/2021,2021,$500.00
0035d00006fw9KwAAI,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00,$600.00,$50.00,5/20/2022,1,$50.00,4/20/2024,2023,$600.00
0035d00006bMGS8AAO,$0.00,$0.00,$0.00,$0.00,$35.37,$0.00,$0.00,$35.37,12/16/2021,0,$35.37,12/16/2021,2021,$35.37
0035d00006bMGTCAA4,$0.00,$0.00,$0.00,$0.00,$28.41,$0.00,$0.00,$28.41,12/18/2021,0,$28.41,12/18/2021,2021,$28.41
0035d00006VqStvAAF,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,11/9/2021,0,$100.00,11/9/2021,2021,$100.00
0035d00006bMGTFAA4,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$25.00,1/24/2022,0,$25.00,1/24/2022,2021,$25.00
0035d00006VqSu0AAF,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/20/2021,0,$400.00,11/20/2021,2021,$400.00
0035d00006kKwLAAA0,$0.00,$0.00,$0.00,$0.00,$0.00,$30.00,$0.00,$30.00,5/22/2022,0,$30.00,5/22/2022,2022,$30.00
0035d00006VpYI4AAN,$0.00,$0.00,$0.00,$0.00,"$1,000.00",$0.00,$0.00,"$1,000.00",12/14/2021,0,"$1,000.00",12/14/2021,2021,"$1,000.00"
0035d00006VqSuzAAF,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,11/10/2021,0,$400.00,11/10/2021,2021,$400.00
0035d00006VpYOWAA3,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$55.00,12/15/2021,0,$55.00,12/15/2021,2021,$55.00
0035d00006bMIGHAA4,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,1/25/2022,0,$50.00,1/25/2022,2021,$50.00
0035d00006kL2HtAAK,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$20.00,5/23/2022,0,$20.00,5/23/2022,2022,$20.00
0035d00006bMKRZAA4,$0.00,$0.00,$0.00,$0.00,"$2,000.00","$2,000.00",$0.00,"$2,000.00",1/12/2022,0,"$2,000.00",12/30/2022,2021,"$2,000.00"
0035d00006VpZWzAAN,$0.00,$0.00,$0.00,$0.00,$40.00,$120.00,$0.00,$20.00,12/16/2021,1,$20.00,7/16/2022,2022,$120.00
0035d00006VpZYeAAN,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$250.00,12/16/2021,0,$250.00,12/16/2021,2021,$250.00
0035d00006VqSxQAAV,$0.00,$0.00,$0.00,$0.00,$200.00,$200.00,$0.00,$200.00,11/9/2021,0,$200.00,11/10/2022,2021,$200.00
0035d00006VpZYpAAN,$0.00,$0.00,$0.00,$0.00,$61.60,$0.00,$0.00,$61.60,12/16/2021,0,$61.60,12/16/2021,2021,$61.60
0035d00006VpZcuAAF,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,12/16/2021,0,$500.00,12/16/2021,2021,$500.00
0035d00006kLGwSAAW,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$500.00,5/26/2022,0,$500.00,5/26/2022,2022,$500.00
